X,CH1,CH2,
3.26436e-02,5.20e-01,2.64e+00,
3.27168e-02,4.88e-01,2.64e+00,
3.27900e-02,4.56e-01,2.64e+00,
3.28633e-02,4.56e-01,2.64e+00,
3.29365e-02,5.28e-01,2.64e+00,
3.30098e-02,4.96e-01,2.66e+00,
3.30830e-02,5.28e-01,2.64e+00,
3.31563e-02,4.88e-01,2.62e+00,
3.32295e-02,5.04e-01,2.64e+00,
3.33027e-02,5.04e-01,2.64e+00,
3.33760e-02,5.28e-01,2.64e+00,
3.34492e-02,5.12e-01,2.64e+00,
3.35225e-02,4.96e-01,2.64e+00,
3.35957e-02,5.04e-01,2.62e+00,
3.36689e-02,4.88e-01,2.64e+00,
3.37422e-02,5.20e-01,2.64e+00,
3.38154e-02,5.12e-01,2.64e+00,
3.38887e-02,5.04e-01,2.64e+00,
3.39619e-02,4.88e-01,2.66e+00,
3.40352e-02,5.04e-01,2.64e+00,
3.41084e-02,4.72e-01,2.64e+00,
3.41816e-02,4.88e-01,2.64e+00,
3.42549e-02,4.96e-01,2.64e+00,
3.43281e-02,5.04e-01,2.64e+00,
3.44014e-02,5.04e-01,2.64e+00,
3.44746e-02,5.04e-01,2.64e+00,
3.45479e-02,5.04e-01,2.64e+00,
3.46211e-02,5.04e-01,2.64e+00,
3.46943e-02,5.20e-01,2.64e+00,
3.47676e-02,5.04e-01,2.62e+00,
3.48408e-02,5.04e-01,2.64e+00,
3.49141e-02,5.20e-01,2.64e+00,
3.49873e-02,5.20e-01,2.64e+00,
3.50606e-02,5.20e-01,2.64e+00,
3.51338e-02,5.44e-01,2.64e+00,
3.52070e-02,5.12e-01,2.66e+00,
3.52803e-02,5.20e-01,2.64e+00,
3.53535e-02,5.20e-01,2.64e+00,
3.54268e-02,5.20e-01,2.64e+00,
3.55000e-02,5.20e-01,2.64e+00,
3.55732e-02,5.20e-01,2.64e+00,
3.56465e-02,5.12e-01,2.64e+00,
3.57197e-02,5.44e-01,2.66e+00,
3.57930e-02,5.20e-01,2.64e+00,
3.58662e-02,5.12e-01,2.64e+00,
3.59395e-02,5.04e-01,2.62e+00,
3.60127e-02,5.28e-01,2.64e+00,
3.60859e-02,5.20e-01,2.64e+00,
3.61592e-02,5.20e-01,2.64e+00,
3.62324e-02,5.12e-01,2.64e+00,
3.63057e-02,4.96e-01,2.64e+00,
3.63789e-02,5.60e-01,2.64e+00,
3.64522e-02,5.20e-01,2.66e+00,
3.65254e-02,4.40e-01,2.66e+00,
3.65986e-02,4.96e-01,2.64e+00,
3.66719e-02,4.32e-01,2.64e+00,
3.67451e-02,4.96e-01,2.64e+00,
3.68184e-02,5.60e-01,2.66e+00,
3.68916e-02,5.20e-01,2.64e+00,
3.69648e-02,5.28e-01,2.64e+00,
3.70381e-02,5.68e-01,2.64e+00,
3.71113e-02,5.04e-01,2.64e+00,
3.71846e-02,5.68e-01,2.64e+00,
3.72578e-02,5.52e-01,2.66e+00,
3.73311e-02,5.12e-01,2.66e+00,
3.74043e-02,4.96e-01,2.66e+00,
3.74775e-02,4.40e-01,2.62e+00,
3.75508e-02,4.88e-01,2.64e+00,
3.76240e-02,5.68e-01,2.64e+00,
3.76973e-02,5.12e-01,2.64e+00,
3.77705e-02,5.20e-01,2.66e+00,
3.78438e-02,5.20e-01,2.64e+00,
3.79170e-02,5.44e-01,2.66e+00,
3.79902e-02,6.16e-01,2.64e+00,
3.80635e-02,5.68e-01,2.64e+00,
3.81367e-02,5.76e-01,2.64e+00,
3.82100e-02,5.84e-01,2.66e+00,
3.82832e-02,5.60e-01,2.64e+00,
3.83564e-02,6.16e-01,2.66e+00,
3.84297e-02,6.00e-01,2.64e+00,
3.85029e-02,5.68e-01,2.64e+00,
3.85762e-02,5.52e-01,2.66e+00,
3.86494e-02,4.88e-01,2.66e+00,
3.87227e-02,5.44e-01,2.64e+00,
3.87959e-02,5.52e-01,2.64e+00,
3.88691e-02,5.04e-01,2.66e+00,
3.89424e-02,5.76e-01,2.64e+00,
3.90156e-02,5.20e-01,2.66e+00,
3.90889e-02,5.68e-01,2.66e+00,
3.91621e-02,5.92e-01,2.66e+00,
3.92354e-02,5.84e-01,2.64e+00,
3.93086e-02,5.84e-01,2.66e+00,
3.93818e-02,5.60e-01,2.66e+00,
3.94551e-02,5.60e-01,2.66e+00,
3.95283e-02,6.32e-01,2.66e+00,
3.96016e-02,5.92e-01,2.66e+00,
3.96748e-02,6.40e-01,2.64e+00,
3.97481e-02,5.28e-01,2.64e+00,
3.98213e-02,5.68e-01,2.66e+00,
3.98945e-02,5.44e-01,2.66e+00,
3.99678e-02,5.68e-01,2.64e+00,
4.00410e-02,6.16e-01,2.64e+00,
4.01143e-02,6.08e-01,2.64e+00,
4.01875e-02,5.84e-01,2.66e+00,
4.02607e-02,5.20e-01,2.66e+00,
4.03340e-02,5.04e-01,2.66e+00,
4.04072e-02,4.96e-01,2.64e+00,
4.04805e-02,5.20e-01,2.64e+00,
4.05537e-02,5.76e-01,2.66e+00,
4.06270e-02,6.16e-01,2.66e+00,
4.07002e-02,6.24e-01,2.64e+00,
4.07734e-02,6.80e-01,2.64e+00,
4.08467e-02,6.08e-01,2.64e+00,
4.09199e-02,5.76e-01,2.64e+00,
4.09932e-02,5.52e-01,2.66e+00,
4.10664e-02,5.04e-01,2.66e+00,
4.11397e-02,5.68e-01,2.66e+00,
4.12129e-02,5.28e-01,2.66e+00,
4.12861e-02,5.28e-01,2.64e+00,
4.13594e-02,5.44e-01,2.64e+00,
4.14326e-02,5.84e-01,2.66e+00,
4.15059e-02,5.84e-01,2.66e+00,
4.15791e-02,6.48e-01,2.66e+00,
4.16523e-02,6.64e-01,2.64e+00,
4.17256e-02,6.72e-01,2.66e+00,
4.17988e-02,6.24e-01,2.66e+00,
4.18721e-02,5.60e-01,2.66e+00,
4.19453e-02,5.20e-01,2.66e+00,
4.20186e-02,5.76e-01,2.64e+00,
4.20918e-02,6.64e-01,2.66e+00,
4.21650e-02,7.12e-01,2.66e+00,
4.22383e-02,6.40e-01,2.66e+00,
4.23115e-02,6.00e-01,2.66e+00,
4.23848e-02,6.24e-01,2.64e+00,
4.24580e-02,6.80e-01,2.64e+00,
4.25313e-02,7.04e-01,2.66e+00,
4.26045e-02,6.08e-01,2.66e+00,
4.26777e-02,4.88e-01,2.64e+00,
4.27510e-02,5.04e-01,2.64e+00,
4.28242e-02,6.08e-01,2.66e+00,
4.28975e-02,7.12e-01,2.66e+00,
4.29707e-02,6.64e-01,2.66e+00,
4.30439e-02,6.32e-01,2.66e+00,
4.31172e-02,5.84e-01,2.64e+00,
4.31904e-02,5.68e-01,2.64e+00,
4.32637e-02,5.84e-01,2.66e+00,
4.33369e-02,5.76e-01,2.66e+00,
4.34102e-02,6.00e-01,2.66e+00,
4.34834e-02,6.24e-01,2.66e+00,
4.35566e-02,6.08e-01,2.66e+00,
4.36299e-02,6.16e-01,2.66e+00,
4.37031e-02,5.92e-01,2.66e+00,
4.37764e-02,5.84e-01,2.66e+00,
4.38496e-02,6.08e-01,2.66e+00,
4.39229e-02,6.16e-01,2.66e+00,
4.39961e-02,6.32e-01,2.66e+00,
4.40693e-02,6.16e-01,2.66e+00,
4.41426e-02,6.24e-01,2.66e+00,
4.42158e-02,6.32e-01,2.66e+00,
4.42891e-02,6.24e-01,2.66e+00,
4.43623e-02,6.00e-01,2.66e+00,
4.44356e-02,6.08e-01,2.66e+00,
4.45088e-02,6.08e-01,2.66e+00,
4.45820e-02,6.24e-01,2.66e+00,
4.46553e-02,6.16e-01,2.66e+00,
4.47285e-02,6.24e-01,2.66e+00,
4.48018e-02,5.92e-01,2.66e+00,
4.48750e-02,6.24e-01,2.66e+00,
4.49482e-02,5.84e-01,2.66e+00,
4.50215e-02,6.24e-01,2.66e+00,
4.50947e-02,6.16e-01,2.66e+00,
4.51680e-02,6.00e-01,2.66e+00,
4.52412e-02,5.76e-01,2.66e+00,
4.53145e-02,6.16e-01,2.66e+00,
4.53877e-02,6.08e-01,2.66e+00,
4.54609e-02,6.16e-01,2.66e+00,
4.55342e-02,5.92e-01,2.66e+00,
4.56074e-02,5.92e-01,2.66e+00,
4.56807e-02,5.92e-01,2.66e+00,
4.57539e-02,6.32e-01,2.66e+00,
4.58272e-02,5.84e-01,2.66e+00,
4.59004e-02,6.08e-01,2.66e+00,
4.59736e-02,6.08e-01,2.66e+00,
4.60469e-02,6.00e-01,2.66e+00,
4.61201e-02,6.24e-01,2.66e+00,
4.61934e-02,6.32e-01,2.66e+00,
4.62666e-02,6.24e-01,2.66e+00,
4.63398e-02,6.24e-01,2.66e+00,
4.64131e-02,6.80e-01,2.66e+00,
4.64863e-02,6.32e-01,2.66e+00,
4.65596e-02,5.60e-01,2.66e+00,
4.66328e-02,6.40e-01,2.66e+00,
4.67061e-02,5.68e-01,2.66e+00,
4.67793e-02,6.64e-01,2.66e+00,
4.68525e-02,6.32e-01,2.66e+00,
4.69258e-02,6.16e-01,2.66e+00,
4.69990e-02,6.64e-01,2.66e+00,
4.70723e-02,6.88e-01,2.66e+00,
4.71455e-02,6.24e-01,2.66e+00,
4.72188e-02,5.68e-01,2.66e+00,
4.72920e-02,6.24e-01,2.66e+00,
4.73652e-02,5.52e-01,2.66e+00,
4.74385e-02,6.32e-01,2.66e+00,
4.75117e-02,6.40e-01,2.66e+00,
4.75850e-02,6.16e-01,2.66e+00,
4.76582e-02,6.64e-01,2.66e+00,
4.77315e-02,6.88e-01,2.66e+00,
4.78047e-02,6.32e-01,2.66e+00,
4.78779e-02,6.88e-01,2.66e+00,
4.79512e-02,6.48e-01,2.66e+00,
4.80244e-02,6.00e-01,2.66e+00,
4.80977e-02,6.16e-01,2.66e+00,
4.81709e-02,5.92e-01,2.66e+00,
4.82441e-02,5.92e-01,2.66e+00,
4.83174e-02,6.48e-01,2.66e+00,
4.83906e-02,6.32e-01,2.66e+00,
4.84639e-02,6.40e-01,2.66e+00,
4.85371e-02,6.88e-01,2.66e+00,
4.86104e-02,6.24e-01,2.66e+00,
4.86836e-02,7.12e-01,2.66e+00,
4.87568e-02,6.56e-01,2.66e+00,
4.88301e-02,6.88e-01,2.66e+00,
4.89033e-02,6.80e-01,2.66e+00,
4.89766e-02,6.48e-01,2.66e+00,
4.90498e-02,6.72e-01,2.66e+00,
4.91231e-02,6.88e-01,2.66e+00,
4.91963e-02,6.32e-01,2.66e+00,
4.92695e-02,6.64e-01,2.66e+00,
4.93428e-02,6.16e-01,2.66e+00,
4.94160e-02,6.48e-01,2.66e+00,
4.94893e-02,6.16e-01,2.66e+00,
4.95625e-02,5.84e-01,2.66e+00,
4.96357e-02,6.56e-01,2.66e+00,
4.97090e-02,6.16e-01,2.66e+00,
4.97822e-02,6.80e-01,2.66e+00,
4.98555e-02,7.04e-01,2.66e+00,
4.99287e-02,6.72e-01,2.66e+00,
5.00020e-02,7.04e-01,2.66e+00,
5.00752e-02,6.72e-01,2.66e+00,
5.01484e-02,7.28e-01,2.66e+00,
5.02217e-02,7.84e-01,2.66e+00,
5.02949e-02,7.60e-01,2.66e+00,
5.03682e-02,7.52e-01,2.66e+00,
5.04414e-02,7.52e-01,2.66e+00,
5.05147e-02,7.60e-01,2.66e+00,
5.05879e-02,7.44e-01,2.66e+00,
5.06611e-02,7.68e-01,2.66e+00,
5.07344e-02,2.40e-02,2.20e+00,
5.08076e-02,2.40e-02,2.20e+00,
5.08809e-02,2.40e-02,2.18e+00,
5.09541e-02,4.00e-02,2.20e+00,
5.10273e-02,3.20e-02,2.18e+00,
5.11006e-02,3.20e-02,2.20e+00,
5.11738e-02,2.40e-02,2.18e+00,
5.12471e-02,1.60e-02,2.20e+00,
5.13203e-02,1.60e-02,2.20e+00,
5.13936e-02,1.60e-02,2.18e+00,
5.14668e-02,2.40e-02,2.18e+00,
5.15400e-02,1.60e-02,2.18e+00,
5.16133e-02,2.40e-02,2.18e+00,
5.16865e-02,2.40e-02,2.18e+00,
5.17598e-02,3.20e-02,2.20e+00,
5.18330e-02,2.40e-02,2.18e+00,
5.19063e-02,2.40e-02,2.18e+00,
5.19795e-02,1.60e-02,2.20e+00,
5.20527e-02,1.60e-02,2.18e+00,
5.21260e-02,1.60e-02,2.20e+00,
5.21992e-02,2.40e-02,2.22e+00,
5.22725e-02,2.40e-02,2.22e+00,
5.23457e-02,2.40e-02,2.20e+00,
5.24190e-02,1.60e-02,2.20e+00,
5.24922e-02,3.20e-02,2.18e+00,
5.25654e-02,2.40e-02,2.22e+00,
5.26387e-02,3.20e-02,2.18e+00,
5.27119e-02,3.20e-02,2.20e+00,
5.27852e-02,2.40e-02,2.20e+00,
5.28584e-02,2.40e-02,2.20e+00,
5.29316e-02,1.60e-02,2.20e+00,
5.30049e-02,2.40e-02,2.18e+00,
5.30781e-02,1.60e-02,2.18e+00,
5.31514e-02,2.40e-02,2.18e+00,
5.32246e-02,2.40e-02,2.20e+00,
5.32979e-02,2.40e-02,2.20e+00,
5.33711e-02,2.40e-02,2.20e+00,
5.34443e-02,2.40e-02,2.18e+00,
5.35176e-02,2.40e-02,2.20e+00,
5.35908e-02,2.40e-02,2.20e+00,
5.36641e-02,2.40e-02,2.20e+00,
5.37373e-02,2.40e-02,2.18e+00,
5.38106e-02,1.60e-02,2.20e+00,
5.38838e-02,2.40e-02,2.20e+00,
5.39570e-02,2.40e-02,2.20e+00,
5.40303e-02,1.60e-02,2.20e+00,
5.41035e-02,2.40e-02,2.20e+00,
5.41768e-02,2.40e-02,2.22e+00,
5.42500e-02,2.40e-02,2.20e+00,
5.43232e-02,1.60e-02,2.20e+00,
5.43965e-02,1.60e-02,2.20e+00,
5.44697e-02,1.60e-02,2.20e+00,
5.45430e-02,2.40e-02,2.20e+00,
5.46162e-02,1.60e-02,2.18e+00,
5.46895e-02,2.40e-02,2.22e+00,
5.47627e-02,2.40e-02,2.18e+00,
5.48359e-02,2.40e-02,2.20e+00,
5.49092e-02,1.60e-02,2.20e+00,
5.49824e-02,2.40e-02,2.22e+00,
5.50557e-02,1.60e-02,2.20e+00,
5.51289e-02,1.60e-02,2.20e+00,
5.52022e-02,2.40e-02,2.22e+00,
5.52754e-02,2.40e-02,2.20e+00,
5.53486e-02,1.60e-02,2.20e+00,
5.54219e-02,1.60e-02,2.20e+00,
5.54951e-02,2.40e-02,2.20e+00,
5.55684e-02,1.60e-02,2.20e+00,
5.56416e-02,1.60e-02,2.22e+00,
5.57148e-02,2.40e-02,2.22e+00,
5.57881e-02,1.60e-02,2.22e+00,
5.58613e-02,1.60e-02,2.22e+00,
5.59346e-02,1.60e-02,2.22e+00,
5.60078e-02,1.60e-02,2.20e+00,
5.60811e-02,1.60e-02,2.22e+00,
5.61543e-02,1.60e-02,2.22e+00,
5.62275e-02,2.40e-02,2.20e+00,
5.63008e-02,1.60e-02,2.20e+00,
5.63740e-02,1.60e-02,2.20e+00,
5.64473e-02,1.60e-02,2.20e+00,
5.65205e-02,1.60e-02,2.20e+00,
5.65938e-02,1.60e-02,2.20e+00,
5.66670e-02,1.60e-02,2.20e+00,
5.67402e-02,8.00e-03,2.22e+00,
5.68135e-02,2.40e-02,2.22e+00,
5.68867e-02,1.60e-02,2.22e+00,
5.69600e-02,2.40e-02,2.20e+00,
5.70332e-02,2.40e-02,2.22e+00,
5.71065e-02,1.60e-02,2.20e+00,
5.71797e-02,1.60e-02,2.22e+00,
5.72529e-02,2.40e-02,2.22e+00,
5.73262e-02,2.40e-02,2.20e+00,
5.73994e-02,1.60e-02,2.20e+00,
5.74727e-02,1.60e-02,2.20e+00,
5.75459e-02,1.60e-02,2.22e+00,
5.76191e-02,2.40e-02,2.22e+00,
5.76924e-02,2.40e-02,2.22e+00,
5.77656e-02,2.40e-02,2.22e+00,
5.78389e-02,2.40e-02,2.22e+00,
5.79121e-02,3.20e-02,2.20e+00,
5.79854e-02,2.40e-02,2.20e+00,
5.80586e-02,2.40e-02,2.20e+00,
5.81318e-02,2.40e-02,2.22e+00,
5.82051e-02,2.40e-02,2.22e+00,
5.82783e-02,2.40e-02,2.22e+00,
5.83516e-02,2.40e-02,2.20e+00,
5.84248e-02,2.40e-02,2.22e+00,
5.84981e-02,2.40e-02,2.22e+00,
5.85713e-02,2.40e-02,2.22e+00,
5.86445e-02,2.40e-02,2.22e+00,
5.87178e-02,2.40e-02,2.22e+00,
5.87910e-02,2.40e-02,2.22e+00,
5.88643e-02,3.20e-02,2.22e+00,
5.89375e-02,3.20e-02,2.22e+00,
5.90107e-02,3.20e-02,2.22e+00,
5.90840e-02,4.00e-02,2.22e+00,
5.91572e-02,2.40e-02,2.22e+00,
5.92305e-02,3.20e-02,2.22e+00,
5.93037e-02,2.40e-02,2.22e+00,
5.93770e-02,2.40e-02,2.22e+00,
5.94502e-02,3.20e-02,2.22e+00,
5.95234e-02,3.20e-02,2.22e+00,
5.95967e-02,3.20e-02,2.22e+00,
5.96699e-02,2.40e-02,2.22e+00,
5.97432e-02,2.40e-02,2.22e+00,
5.98164e-02,3.20e-02,2.22e+00,
5.98897e-02,2.40e-02,2.22e+00,
5.99629e-02,3.20e-02,2.22e+00,
6.00361e-02,4.00e-02,2.22e+00,
6.01094e-02,3.20e-02,2.22e+00,
6.01826e-02,3.20e-02,2.22e+00,
6.02559e-02,2.40e-02,2.22e+00,
6.03291e-02,2.40e-02,2.22e+00,
6.04023e-02,2.40e-02,2.22e+00,
6.04756e-02,3.20e-02,2.22e+00,
6.05488e-02,2.40e-02,2.22e+00,
6.06221e-02,2.40e-02,2.22e+00,
6.06953e-02,3.20e-02,2.22e+00,
6.07686e-02,3.20e-02,2.22e+00,
6.08418e-02,2.40e-02,2.22e+00,
6.09150e-02,2.40e-02,2.22e+00,
6.09883e-02,3.20e-02,2.22e+00,
6.10615e-02,3.20e-02,2.22e+00,
6.11348e-02,2.40e-02,2.22e+00,
6.12080e-02,3.20e-02,2.22e+00,
6.12813e-02,4.00e-02,2.22e+00,
6.13545e-02,4.00e-02,2.22e+00,
6.14277e-02,3.20e-02,2.22e+00,
6.15010e-02,3.20e-02,2.22e+00,
6.15742e-02,3.20e-02,2.22e+00,
6.16475e-02,2.40e-02,2.22e+00,
6.17207e-02,3.20e-02,2.22e+00,
6.17940e-02,3.20e-02,2.22e+00,
6.18672e-02,4.00e-02,2.22e+00,
6.19404e-02,4.00e-02,2.22e+00,
6.20137e-02,3.20e-02,2.22e+00,
6.20869e-02,2.40e-02,2.22e+00,
6.21602e-02,3.20e-02,2.22e+00,
6.22334e-02,3.20e-02,2.22e+00,
6.23066e-02,3.20e-02,2.22e+00,
6.23799e-02,3.20e-02,2.22e+00,
6.24531e-02,2.40e-02,2.22e+00,
6.25264e-02,2.40e-02,2.22e+00,
6.25996e-02,3.20e-02,2.24e+00,
6.26729e-02,4.00e-02,2.22e+00,
6.27461e-02,4.80e-02,2.22e+00,
6.28193e-02,2.40e-02,2.22e+00,
6.28926e-02,2.40e-02,2.22e+00,
6.29658e-02,2.40e-02,2.22e+00,
6.30391e-02,2.40e-02,2.22e+00,
6.31123e-02,3.20e-02,2.22e+00,
6.31856e-02,3.20e-02,2.22e+00,
6.32588e-02,2.40e-02,2.22e+00,
6.33320e-02,2.40e-02,2.22e+00,
6.34053e-02,2.40e-02,2.22e+00,
6.34785e-02,2.40e-02,2.22e+00,
6.35518e-02,2.40e-02,2.22e+00,
6.36250e-02,2.40e-02,2.22e+00,
6.36982e-02,2.40e-02,2.22e+00,
6.37715e-02,2.40e-02,2.22e+00,
6.38447e-02,2.40e-02,2.22e+00,
6.39180e-02,2.40e-02,2.22e+00,
6.39912e-02,1.60e-02,2.22e+00,
6.40645e-02,2.40e-02,2.22e+00,
6.41377e-02,2.40e-02,2.22e+00,
6.42109e-02,1.60e-02,2.22e+00,
6.42842e-02,2.40e-02,2.22e+00,
6.43574e-02,2.40e-02,2.22e+00,
6.44307e-02,2.40e-02,2.22e+00,
6.45039e-02,1.60e-02,2.22e+00,
6.45772e-02,2.40e-02,2.22e+00,
6.46504e-02,1.60e-02,2.22e+00,
6.47236e-02,1.60e-02,2.22e+00,
6.47969e-02,1.60e-02,2.22e+00,
6.48701e-02,1.60e-02,2.22e+00,
6.49434e-02,1.60e-02,2.22e+00,
6.50166e-02,1.60e-02,2.22e+00,
6.50898e-02,1.60e-02,2.22e+00,
6.51631e-02,1.60e-02,2.22e+00,
6.52363e-02,1.60e-02,2.22e+00,
6.53096e-02,1.60e-02,2.22e+00,
6.53828e-02,1.60e-02,2.24e+00,
6.54561e-02,3.20e-02,2.22e+00,
6.55293e-02,1.60e-02,2.22e+00,
6.56025e-02,1.60e-02,2.24e+00,
6.56758e-02,1.60e-02,2.22e+00,
6.57490e-02,1.60e-02,2.22e+00,
6.58223e-02,8.00e-03,2.22e+00,
6.58955e-02,8.00e-03,2.22e+00,
6.59688e-02,1.60e-02,2.22e+00,
6.60420e-02,8.00e-03,2.24e+00,
6.61152e-02,1.60e-02,2.22e+00,
6.61885e-02,8.00e-03,2.24e+00,
6.62617e-02,8.00e-03,2.22e+00,
6.63350e-02,8.00e-03,2.22e+00,
6.64082e-02,8.00e-03,2.22e+00,
6.64815e-02,1.60e-02,2.24e+00,
6.65547e-02,8.00e-03,2.24e+00,
6.66279e-02,1.60e-02,2.24e+00,
6.67012e-02,8.00e-03,2.22e+00,
6.67744e-02,1.60e-02,2.22e+00,
6.68477e-02,1.60e-02,2.24e+00,
6.69209e-02,8.00e-03,2.24e+00,
6.69941e-02,8.00e-03,2.22e+00,
6.70674e-02,1.60e-02,2.24e+00,
6.71406e-02,8.00e-03,2.22e+00,
6.72139e-02,8.00e-03,2.24e+00,
6.72871e-02,1.60e-02,2.22e+00,
6.73604e-02,8.00e-03,2.22e+00,
6.74336e-02,1.60e-02,2.24e+00,
6.75068e-02,8.00e-03,2.24e+00,
6.75801e-02,8.00e-03,2.24e+00,
6.76533e-02,8.00e-03,2.24e+00,
6.77266e-02,1.60e-02,2.24e+00,
6.77998e-02,1.60e-02,2.24e+00,
6.78731e-02,1.60e-02,2.22e+00,
6.79463e-02,1.60e-02,2.22e+00,
6.80195e-02,3.20e-02,2.24e+00,
6.80928e-02,2.40e-02,2.24e+00,
6.81660e-02,1.60e-02,2.24e+00,
6.82393e-02,1.60e-02,2.24e+00,
6.83125e-02,2.40e-02,2.22e+00,
6.83857e-02,1.60e-02,2.22e+00,
6.84590e-02,8.00e-03,2.24e+00,
6.85322e-02,1.60e-02,2.22e+00,
6.86055e-02,2.40e-02,2.24e+00,
6.86787e-02,2.40e-02,2.24e+00,
6.87520e-02,1.60e-02,2.24e+00,
6.88252e-02,1.60e-02,2.22e+00,
6.88984e-02,1.60e-02,2.24e+00,
6.89717e-02,2.40e-02,2.24e+00,
6.90449e-02,2.40e-02,2.24e+00,
6.91182e-02,2.40e-02,2.24e+00,
6.91914e-02,3.20e-02,2.24e+00,
6.92647e-02,3.20e-02,2.22e+00,
6.93379e-02,3.20e-02,2.24e+00,
6.94111e-02,3.20e-02,2.24e+00,
6.94844e-02,2.40e-02,2.24e+00,
6.95576e-02,2.40e-02,2.24e+00,
6.96309e-02,2.40e-02,2.24e+00,
6.97041e-02,2.40e-02,2.22e+00,
6.97773e-02,2.40e-02,2.24e+00,
6.98506e-02,2.40e-02,2.24e+00,
6.99238e-02,2.40e-02,2.24e+00,
6.99971e-02,2.40e-02,2.22e+00,
7.00703e-02,2.40e-02,2.24e+00,
7.01436e-02,2.40e-02,2.24e+00,
7.02168e-02,3.20e-02,2.24e+00,
7.02900e-02,3.20e-02,2.24e+00,
7.03633e-02,2.40e-02,2.24e+00,
7.04365e-02,2.40e-02,2.24e+00,
7.05098e-02,2.40e-02,2.24e+00,
7.05830e-02,1.60e-02,2.24e+00,
7.06563e-02,2.40e-02,2.22e+00,
7.07295e-02,2.40e-02,2.24e+00,
7.08027e-02,3.20e-02,2.24e+00,
7.08760e-02,3.20e-02,2.24e+00,
7.09492e-02,3.20e-02,2.24e+00,
7.10225e-02,3.20e-02,2.24e+00,
7.10957e-02,3.20e-02,2.24e+00,
7.11690e-02,3.20e-02,2.24e+00,
7.12422e-02,2.40e-02,2.24e+00,
7.13154e-02,3.20e-02,2.24e+00,
7.13887e-02,4.00e-02,2.24e+00,
7.14619e-02,4.00e-02,2.22e+00,
7.15352e-02,4.00e-02,2.24e+00,
7.16084e-02,3.20e-02,2.24e+00,
7.16816e-02,3.20e-02,2.26e+00,
7.17549e-02,3.20e-02,2.24e+00,
7.18281e-02,2.40e-02,2.24e+00,
7.19014e-02,3.20e-02,2.24e+00,
7.19746e-02,4.00e-02,2.24e+00,
7.20479e-02,3.20e-02,2.24e+00,
7.21211e-02,2.40e-02,2.24e+00,
7.21943e-02,2.40e-02,2.24e+00,
7.22676e-02,3.20e-02,2.24e+00,
7.23408e-02,4.00e-02,2.24e+00,
7.24141e-02,4.00e-02,2.24e+00,
7.24873e-02,3.20e-02,2.24e+00,
7.25606e-02,2.40e-02,2.26e+00,
7.26338e-02,3.20e-02,2.24e+00,
7.27070e-02,3.20e-02,2.24e+00,
7.27803e-02,3.20e-02,2.24e+00,
7.28535e-02,3.20e-02,2.24e+00,
7.29268e-02,3.20e-02,2.22e+00,
7.30000e-02,3.20e-02,2.24e+00,
7.30732e-02,2.40e-02,2.24e+00,
7.31465e-02,3.20e-02,2.24e+00,
7.32197e-02,3.20e-02,2.24e+00,
7.32930e-02,3.20e-02,2.24e+00,
7.33662e-02,2.40e-02,2.24e+00,
7.34395e-02,2.40e-02,2.24e+00,
7.35127e-02,3.20e-02,2.24e+00,
7.35859e-02,3.20e-02,2.24e+00,
7.36592e-02,3.20e-02,2.24e+00,
7.37324e-02,3.20e-02,2.24e+00,
7.38057e-02,2.40e-02,2.26e+00,
7.38789e-02,2.40e-02,2.26e+00,
7.39522e-02,2.40e-02,2.24e+00,
7.40254e-02,2.40e-02,2.24e+00,
7.40986e-02,2.40e-02,2.26e+00,
7.41719e-02,2.40e-02,2.24e+00,
7.42451e-02,1.60e-02,2.24e+00,
7.43184e-02,2.40e-02,2.24e+00,
7.43916e-02,2.40e-02,2.24e+00,
7.44648e-02,1.60e-02,2.24e+00,
7.45381e-02,2.40e-02,2.26e+00,
7.46113e-02,2.40e-02,2.26e+00,
7.46846e-02,2.40e-02,2.24e+00,
7.47578e-02,1.60e-02,2.26e+00,
7.48311e-02,1.60e-02,2.24e+00,
7.49043e-02,2.40e-02,2.26e+00,
7.49775e-02,2.40e-02,2.24e+00,
7.50508e-02,2.40e-02,2.26e+00,
7.51240e-02,1.60e-02,2.24e+00,
7.51973e-02,1.60e-02,2.26e+00,
7.52705e-02,1.60e-02,2.24e+00,
7.53438e-02,1.60e-02,2.26e+00,
7.54170e-02,1.60e-02,2.24e+00,
7.54902e-02,1.60e-02,2.24e+00,
7.55635e-02,1.60e-02,2.26e+00,
7.56367e-02,1.60e-02,2.26e+00,
7.57100e-02,8.00e-03,2.24e+00,
7.57832e-02,1.60e-02,2.24e+00,
7.58565e-02,1.60e-02,2.24e+00,
7.59297e-02,1.60e-02,2.26e+00,
7.60029e-02,2.40e-02,2.26e+00,
7.60762e-02,8.00e-03,2.26e+00,
7.61494e-02,1.60e-02,2.26e+00,
7.62227e-02,1.60e-02,2.24e+00,
7.62959e-02,1.60e-02,2.26e+00,
7.63691e-02,1.60e-02,2.24e+00,
7.64424e-02,1.60e-02,2.24e+00,
7.65156e-02,1.60e-02,2.26e+00,
7.65889e-02,1.60e-02,2.26e+00,
7.66621e-02,1.60e-02,2.26e+00,
7.67354e-02,1.60e-02,2.24e+00,
7.68086e-02,1.60e-02,2.26e+00,
7.68818e-02,1.60e-02,2.26e+00,
7.69551e-02,8.00e-03,2.26e+00,
7.70283e-02,1.60e-02,2.26e+00,
7.71016e-02,2.40e-02,2.24e+00,
