X,CH1,
Second,Volt,
6.46760e-01,8.00e-03,
6.46860e-01,0.00e+00,
6.46960e-01,8.00e-03,
6.47060e-01,1.60e-02,
6.47160e-01,8.00e-03,
6.47260e-01,1.60e-02,
6.47360e-01,1.60e-02,
6.47460e-01,8.00e-03,
6.47560e-01,1.60e-02,
6.47660e-01,8.00e-03,
6.47760e-01,1.60e-02,
6.47860e-01,1.60e-02,
6.47960e-01,1.60e-02,
6.48060e-01,1.60e-02,
6.48160e-01,1.60e-02,
6.48260e-01,2.40e-02,
6.48360e-01,2.40e-02,
6.48460e-01,2.40e-02,
6.48560e-01,2.40e-02,
6.48660e-01,2.40e-02,
6.48760e-01,3.20e-02,
6.48860e-01,3.20e-02,
6.48960e-01,3.20e-02,
6.49060e-01,4.00e-02,
6.49160e-01,4.00e-02,
6.49260e-01,4.00e-02,
6.49360e-01,4.00e-02,
6.49460e-01,4.80e-02,
6.49560e-01,5.60e-02,
6.49660e-01,5.60e-02,
6.49760e-01,7.20e-02,
6.49860e-01,7.20e-02,
6.49960e-01,7.20e-02,
6.50060e-01,8.00e-02,
6.50160e-01,8.80e-02,
6.50260e-01,9.60e-02,
6.50360e-01,8.80e-02,
6.50460e-01,9.60e-02,
6.50560e-01,1.04e-01,
6.50660e-01,1.12e-01,
6.50760e-01,1.12e-01,
6.50860e-01,1.20e-01,
6.50960e-01,1.36e-01,
6.51060e-01,1.36e-01,
6.51160e-01,1.52e-01,
6.51260e-01,1.52e-01,
6.51360e-01,1.68e-01,
6.51460e-01,1.76e-01,
6.51560e-01,1.92e-01,
6.51660e-01,2.00e-01,
6.51760e-01,2.16e-01,
6.51860e-01,2.40e-01,
6.51960e-01,2.56e-01,
6.52060e-01,2.72e-01,
6.52160e-01,2.88e-01,
6.52260e-01,3.04e-01,
6.52360e-01,3.20e-01,
6.52460e-01,3.44e-01,
6.52560e-01,3.68e-01,
6.52660e-01,3.92e-01,
6.52760e-01,4.16e-01,
6.52860e-01,4.40e-01,
6.52960e-01,4.56e-01,
6.53060e-01,4.88e-01,
6.53160e-01,5.12e-01,
6.53260e-01,5.28e-01,
6.53360e-01,5.60e-01,
6.53460e-01,5.84e-01,
6.53560e-01,6.08e-01,
6.53660e-01,6.24e-01,
6.53760e-01,6.48e-01,
6.53860e-01,6.64e-01,
6.53960e-01,6.80e-01,
6.54060e-01,7.04e-01,
6.54160e-01,7.12e-01,
6.54260e-01,7.28e-01,
6.54360e-01,7.44e-01,
6.54460e-01,7.60e-01,
6.54560e-01,7.60e-01,
6.54660e-01,7.68e-01,
6.54760e-01,7.76e-01,
6.54860e-01,7.84e-01,
6.54960e-01,7.92e-01,
6.55060e-01,8.00e-01,
6.55160e-01,8.08e-01,
6.55260e-01,8.16e-01,
6.55360e-01,8.16e-01,
6.55460e-01,8.16e-01,
6.55560e-01,8.24e-01,
6.55660e-01,8.24e-01,
6.55760e-01,8.24e-01,
6.55860e-01,8.24e-01,
6.55960e-01,8.24e-01,
6.56060e-01,8.32e-01,
6.56160e-01,8.32e-01,
6.56260e-01,8.32e-01,
6.56360e-01,8.24e-01,
6.56460e-01,8.32e-01,
6.56560e-01,8.32e-01,
6.56660e-01,8.32e-01,
6.56760e-01,8.32e-01,
6.56860e-01,8.32e-01,
6.56960e-01,8.32e-01,
6.57060e-01,8.32e-01,
6.57160e-01,8.40e-01,
6.57260e-01,8.32e-01,
6.57360e-01,8.32e-01,
6.57460e-01,8.32e-01,
6.57560e-01,8.32e-01,
6.57660e-01,8.32e-01,
6.57760e-01,8.32e-01,
6.57860e-01,8.32e-01,
6.57960e-01,8.24e-01,
6.58060e-01,8.24e-01,
6.58160e-01,8.24e-01,
6.58260e-01,8.24e-01,
6.58360e-01,8.24e-01,
6.58460e-01,8.16e-01,
6.58560e-01,8.24e-01,
6.58660e-01,8.16e-01,
6.58760e-01,8.24e-01,
6.58860e-01,8.24e-01,
6.58960e-01,8.16e-01,
6.59060e-01,8.24e-01,
6.59160e-01,8.16e-01,
6.59260e-01,8.24e-01,
6.59360e-01,8.24e-01,
6.59460e-01,8.24e-01,
6.59560e-01,8.24e-01,
6.59660e-01,8.24e-01,
6.59760e-01,8.24e-01,
6.59860e-01,8.24e-01,
6.59960e-01,8.24e-01,
6.60060e-01,8.24e-01,
6.60160e-01,8.24e-01,
6.60260e-01,8.32e-01,
6.60360e-01,8.24e-01,
6.60460e-01,8.24e-01,
6.60560e-01,8.24e-01,
6.60660e-01,8.32e-01,
6.60760e-01,8.24e-01,
6.60860e-01,8.32e-01,
6.60960e-01,8.32e-01,
6.61060e-01,8.32e-01,
6.61160e-01,8.24e-01,
6.61260e-01,8.24e-01,
6.61360e-01,8.24e-01,
6.61460e-01,8.24e-01,
6.61560e-01,8.24e-01,
6.61660e-01,8.32e-01,
6.61760e-01,8.24e-01,
6.61860e-01,8.24e-01,
6.61960e-01,8.24e-01,
6.62060e-01,8.24e-01,
6.62160e-01,8.24e-01,
6.62260e-01,8.24e-01,
6.62360e-01,8.24e-01,
6.62460e-01,8.24e-01,
6.62560e-01,8.24e-01,
6.62660e-01,8.24e-01,
6.62760e-01,8.24e-01,
6.62860e-01,8.32e-01,
6.62960e-01,8.32e-01,
6.63060e-01,8.32e-01,
6.63160e-01,8.32e-01,
6.63260e-01,8.32e-01,
6.63360e-01,8.32e-01,
6.63460e-01,8.32e-01,
6.63560e-01,8.32e-01,
6.63660e-01,8.32e-01,
6.63760e-01,8.32e-01,
6.63860e-01,8.32e-01,
6.63960e-01,8.32e-01,
6.64060e-01,8.32e-01,
6.64160e-01,8.32e-01,
6.64260e-01,8.32e-01,
6.64360e-01,8.32e-01,
6.64460e-01,8.32e-01,
6.64560e-01,8.32e-01,
6.64660e-01,8.32e-01,
6.64760e-01,8.32e-01,
6.64860e-01,8.32e-01,
6.64960e-01,8.24e-01,
6.65060e-01,8.32e-01,
6.65160e-01,8.24e-01,
6.65260e-01,8.24e-01,
6.65360e-01,8.24e-01,
6.65460e-01,8.24e-01,
6.65560e-01,8.24e-01,
6.65660e-01,8.24e-01,
6.65760e-01,8.24e-01,
6.65860e-01,8.16e-01,
6.65960e-01,8.24e-01,
6.66060e-01,8.24e-01,
6.66160e-01,8.24e-01,
6.66260e-01,8.24e-01,
6.66360e-01,8.24e-01,
6.66460e-01,8.32e-01,
6.66560e-01,8.24e-01,
6.66660e-01,8.24e-01,
6.66760e-01,8.24e-01,
6.66860e-01,8.32e-01,
6.66960e-01,8.32e-01,
6.67060e-01,8.32e-01,
6.67160e-01,8.32e-01,
6.67260e-01,8.32e-01,
6.67360e-01,8.24e-01,
6.67460e-01,8.32e-01,
6.67560e-01,8.24e-01,
6.67660e-01,8.32e-01,
6.67760e-01,8.24e-01,
6.67860e-01,8.24e-01,
6.67960e-01,8.32e-01,
6.68060e-01,8.24e-01,
6.68160e-01,8.24e-01,
6.68260e-01,8.24e-01,
6.68360e-01,8.24e-01,
6.68460e-01,8.32e-01,
6.68560e-01,8.24e-01,
6.68660e-01,8.24e-01,
6.68760e-01,8.32e-01,
6.68860e-01,8.24e-01,
6.68960e-01,8.24e-01,
6.69060e-01,8.24e-01,
6.69160e-01,8.16e-01,
6.69260e-01,8.24e-01,
6.69360e-01,8.24e-01,
6.69460e-01,8.24e-01,
6.69560e-01,8.24e-01,
6.69660e-01,8.24e-01,
6.69760e-01,8.24e-01,
6.69860e-01,8.32e-01,
6.69960e-01,8.24e-01,
6.70060e-01,8.32e-01,
6.70160e-01,8.32e-01,
6.70260e-01,8.32e-01,
6.70360e-01,8.24e-01,
6.70460e-01,8.32e-01,
6.70560e-01,8.32e-01,
6.70660e-01,8.32e-01,
6.70760e-01,8.32e-01,
6.70860e-01,8.32e-01,
6.70960e-01,8.32e-01,
6.71060e-01,8.32e-01,
6.71160e-01,8.32e-01,
6.71260e-01,8.32e-01,
6.71360e-01,8.24e-01,
6.71460e-01,8.32e-01,
6.71560e-01,8.32e-01,
6.71660e-01,8.32e-01,
6.71760e-01,8.32e-01,
6.71860e-01,8.24e-01,
6.71960e-01,8.24e-01,
6.72060e-01,8.24e-01,
6.72160e-01,8.24e-01,
6.72260e-01,8.24e-01,
6.72360e-01,8.24e-01,
6.72460e-01,8.24e-01,
6.72560e-01,8.24e-01,
6.72660e-01,8.32e-01,
6.72760e-01,8.32e-01,
6.72860e-01,8.24e-01,
6.72960e-01,8.24e-01,
6.73060e-01,8.32e-01,
6.73160e-01,8.32e-01,
6.73260e-01,8.32e-01,
6.73360e-01,8.48e-01,
6.73460e-01,8.32e-01,
6.73560e-01,8.32e-01,
6.73660e-01,8.32e-01,
6.73760e-01,8.32e-01,
6.73860e-01,8.32e-01,
6.73960e-01,8.32e-01,
6.74060e-01,8.40e-01,
6.74160e-01,8.32e-01,
6.74260e-01,8.32e-01,
6.74360e-01,8.32e-01,
6.74460e-01,8.32e-01,
6.74560e-01,8.32e-01,
6.74660e-01,8.32e-01,
6.74760e-01,8.32e-01,
6.74860e-01,8.32e-01,
6.74960e-01,8.32e-01,
6.75060e-01,8.32e-01,
6.75160e-01,8.32e-01,
6.75260e-01,8.32e-01,
6.75360e-01,8.24e-01,
6.75460e-01,8.24e-01,
6.75560e-01,8.24e-01,
6.75660e-01,8.24e-01,
6.75760e-01,8.32e-01,
6.75860e-01,8.24e-01,
6.75960e-01,8.24e-01,
6.76060e-01,8.24e-01,
6.76160e-01,8.24e-01,
6.76260e-01,8.24e-01,
6.76360e-01,8.24e-01,
6.76460e-01,8.32e-01,
6.76560e-01,8.24e-01,
6.76660e-01,8.24e-01,
6.76760e-01,8.24e-01,
6.76860e-01,8.24e-01,
6.76960e-01,8.24e-01,
6.77060e-01,8.32e-01,
6.77160e-01,8.32e-01,
6.77260e-01,8.32e-01,
6.77360e-01,8.32e-01,
6.77460e-01,8.32e-01,
6.77560e-01,8.32e-01,
6.77660e-01,8.32e-01,
6.77760e-01,8.32e-01,
6.77860e-01,8.32e-01,
6.77960e-01,8.32e-01,
6.78060e-01,8.32e-01,
6.78160e-01,8.24e-01,
6.78260e-01,8.24e-01,
6.78360e-01,8.24e-01,
6.78460e-01,8.24e-01,
6.78560e-01,8.24e-01,
6.78660e-01,8.24e-01,
6.78760e-01,8.24e-01,
6.78860e-01,8.24e-01,
6.78960e-01,8.24e-01,
6.79060e-01,8.24e-01,
6.79160e-01,8.24e-01,
6.79260e-01,8.24e-01,
6.79360e-01,8.24e-01,
6.79460e-01,8.24e-01,
6.79560e-01,8.24e-01,
6.79660e-01,8.24e-01,
6.79760e-01,8.24e-01,
6.79860e-01,8.24e-01,
6.79960e-01,8.32e-01,
6.80060e-01,8.24e-01,
6.80160e-01,8.32e-01,
6.80260e-01,8.24e-01,
6.80360e-01,8.32e-01,
6.80460e-01,8.32e-01,
6.80560e-01,8.32e-01,
6.80660e-01,8.32e-01,
6.80760e-01,8.24e-01,
6.80860e-01,8.32e-01,
6.80960e-01,8.32e-01,
6.81060e-01,8.32e-01,
6.81160e-01,8.32e-01,
6.81260e-01,8.32e-01,
6.81360e-01,8.32e-01,
6.81460e-01,8.32e-01,
6.81560e-01,8.24e-01,
6.81660e-01,8.24e-01,
6.81760e-01,8.32e-01,
6.81860e-01,8.32e-01,
6.81960e-01,8.24e-01,
6.82060e-01,8.32e-01,
6.82160e-01,8.24e-01,
6.82260e-01,8.32e-01,
6.82360e-01,8.24e-01,
6.82460e-01,8.32e-01,
6.82560e-01,8.24e-01,
6.82660e-01,8.32e-01,
6.82760e-01,8.24e-01,
6.82860e-01,8.24e-01,
6.82960e-01,8.24e-01,
6.83060e-01,8.24e-01,
6.83160e-01,8.32e-01,
6.83260e-01,8.24e-01,
6.83360e-01,8.24e-01,
6.83460e-01,8.32e-01,
6.83560e-01,8.32e-01,
6.83660e-01,8.32e-01,
6.83760e-01,8.40e-01,
6.83860e-01,8.32e-01,
6.83960e-01,8.32e-01,
6.84060e-01,8.32e-01,
6.84160e-01,8.32e-01,
6.84260e-01,8.32e-01,
6.84360e-01,8.32e-01,
6.84460e-01,8.32e-01,
6.84560e-01,8.40e-01,
6.84660e-01,8.32e-01,
6.84760e-01,8.32e-01,
6.84860e-01,8.32e-01,
6.84960e-01,8.32e-01,
6.85060e-01,8.32e-01,
6.85160e-01,8.32e-01,
6.85260e-01,8.32e-01,
6.85360e-01,8.32e-01,
6.85460e-01,8.32e-01,
6.85560e-01,8.32e-01,
6.85660e-01,8.32e-01,
6.85760e-01,8.32e-01,
6.85860e-01,8.24e-01,
6.85960e-01,8.24e-01,
6.86060e-01,8.24e-01,
6.86160e-01,8.24e-01,
6.86260e-01,8.24e-01,
6.86360e-01,8.24e-01,
6.86460e-01,8.24e-01,
6.86560e-01,8.32e-01,
6.86660e-01,8.32e-01,
6.86760e-01,8.32e-01,
6.86860e-01,8.32e-01,
6.86960e-01,8.32e-01,
6.87060e-01,8.32e-01,
6.87160e-01,8.32e-01,
6.87260e-01,8.24e-01,
6.87360e-01,8.32e-01,
6.87460e-01,8.40e-01,
6.87560e-01,8.40e-01,
6.87660e-01,8.32e-01,
6.87760e-01,8.32e-01,
6.87860e-01,8.32e-01,
6.87960e-01,8.32e-01,
6.88060e-01,8.40e-01,
6.88160e-01,8.32e-01,
6.88260e-01,8.40e-01,
6.88360e-01,8.32e-01,
6.88460e-01,8.32e-01,
6.88560e-01,8.32e-01,
6.88660e-01,8.32e-01,
6.88760e-01,8.32e-01,
6.88860e-01,8.32e-01,
6.88960e-01,8.32e-01,
6.89060e-01,8.32e-01,
6.89160e-01,8.32e-01,
6.89260e-01,8.24e-01,
6.89360e-01,8.24e-01,
6.89460e-01,8.24e-01,
6.89560e-01,8.32e-01,
6.89660e-01,8.24e-01,
6.89760e-01,8.24e-01,
6.89860e-01,8.16e-01,
6.89960e-01,8.24e-01,
6.90060e-01,8.08e-01,
6.90160e-01,8.08e-01,
6.90260e-01,8.00e-01,
6.90360e-01,7.92e-01,
6.90460e-01,7.84e-01,
6.90560e-01,7.76e-01,
6.90660e-01,7.60e-01,
6.90760e-01,7.52e-01,
6.90860e-01,7.36e-01,
6.90960e-01,7.28e-01,
6.91060e-01,7.12e-01,
6.91160e-01,6.88e-01,
6.91260e-01,6.64e-01,
6.91360e-01,6.40e-01,
6.91460e-01,6.24e-01,
6.91560e-01,6.00e-01,
6.91660e-01,5.76e-01,
6.91760e-01,5.44e-01,
6.91860e-01,5.20e-01,
6.91960e-01,4.88e-01,
6.92060e-01,4.64e-01,
6.92160e-01,4.32e-01,
6.92260e-01,4.08e-01,
6.92360e-01,3.68e-01,
6.92460e-01,3.52e-01,
6.92560e-01,3.20e-01,
6.92660e-01,2.96e-01,
6.92760e-01,2.72e-01,
6.92860e-01,2.56e-01,
6.92960e-01,2.32e-01,
6.93060e-01,2.00e-01,
6.93160e-01,1.84e-01,
6.93260e-01,1.68e-01,
6.93360e-01,1.52e-01,
6.93460e-01,1.36e-01,
6.93560e-01,1.36e-01,
6.93660e-01,1.20e-01,
6.93760e-01,1.12e-01,
6.93860e-01,9.60e-02,
6.93960e-01,8.00e-02,
6.94060e-01,8.00e-02,
6.94160e-01,7.20e-02,
6.94260e-01,5.60e-02,
6.94360e-01,4.80e-02,
6.94460e-01,4.00e-02,
6.94560e-01,4.00e-02,
6.94660e-01,3.20e-02,
6.94760e-01,3.20e-02,
6.94860e-01,2.40e-02,
6.94960e-01,2.40e-02,
6.95060e-01,1.60e-02,
6.95160e-01,1.60e-02,
6.95260e-01,1.60e-02,
6.95360e-01,1.60e-02,
6.95460e-01,8.00e-03,
6.95560e-01,8.00e-03,
6.95660e-01,8.00e-03,
6.95760e-01,8.00e-03,
6.95860e-01,8.00e-03,
6.95960e-01,8.00e-03,
6.96060e-01,0.00e+00,
6.96160e-01,0.00e+00,
6.96260e-01,0.00e+00,
6.96360e-01,8.00e-03,
6.96460e-01,0.00e+00,
6.96560e-01,0.00e+00,
6.96660e-01,0.00e+00,
6.96760e-01,0.00e+00,
6.96860e-01,0.00e+00,
6.96960e-01,0.00e+00,
6.97060e-01,0.00e+00,
6.97160e-01,0.00e+00,
6.97260e-01,0.00e+00,
6.97360e-01,0.00e+00,
6.97460e-01,-8.00e-03,
6.97560e-01,8.00e-03,
6.97660e-01,0.00e+00,
6.97760e-01,0.00e+00,
6.97860e-01,0.00e+00,
6.97960e-01,0.00e+00,
6.98060e-01,0.00e+00,
6.98160e-01,0.00e+00,
6.98260e-01,0.00e+00,
6.98360e-01,0.00e+00,
6.98460e-01,0.00e+00,
6.98560e-01,0.00e+00,
6.98660e-01,8.00e-03,
6.98760e-01,0.00e+00,
6.98860e-01,8.00e-03,
6.98960e-01,0.00e+00,
6.99060e-01,0.00e+00,
6.99160e-01,0.00e+00,
6.99260e-01,0.00e+00,
6.99360e-01,0.00e+00,
6.99460e-01,0.00e+00,
6.99560e-01,8.00e-03,
6.99660e-01,0.00e+00,
6.99760e-01,0.00e+00,
6.99860e-01,0.00e+00,
6.99960e-01,8.00e-03,
7.00060e-01,8.00e-03,
7.00160e-01,0.00e+00,
7.00260e-01,0.00e+00,
7.00360e-01,8.00e-03,
7.00460e-01,8.00e-03,
7.00560e-01,0.00e+00,
7.00660e-01,0.00e+00,
7.00760e-01,8.00e-03,
7.00860e-01,0.00e+00,
7.00960e-01,0.00e+00,
7.01060e-01,0.00e+00,
7.01160e-01,8.00e-03,
7.01260e-01,0.00e+00,
7.01360e-01,0.00e+00,
7.01460e-01,0.00e+00,
7.01560e-01,0.00e+00,
7.01660e-01,0.00e+00,
7.01760e-01,8.00e-03,
7.01860e-01,0.00e+00,
7.01960e-01,0.00e+00,
7.02060e-01,8.00e-03,
7.02160e-01,0.00e+00,
7.02260e-01,0.00e+00,
7.02360e-01,0.00e+00,
7.02460e-01,8.00e-03,
7.02560e-01,0.00e+00,
7.02660e-01,8.00e-03,
7.02760e-01,8.00e-03,
7.02860e-01,0.00e+00,
7.02960e-01,0.00e+00,
7.03060e-01,8.00e-03,
7.03160e-01,8.00e-03,
7.03260e-01,0.00e+00,
7.03360e-01,8.00e-03,
7.03460e-01,8.00e-03,
7.03560e-01,8.00e-03,
7.03660e-01,0.00e+00,
7.03760e-01,8.00e-03,
7.03860e-01,0.00e+00,
7.03960e-01,0.00e+00,
7.04060e-01,0.00e+00,
7.04160e-01,0.00e+00,
7.04260e-01,8.00e-03,
7.04360e-01,0.00e+00,
7.04460e-01,0.00e+00,
7.04560e-01,0.00e+00,
7.04660e-01,0.00e+00,
7.04760e-01,8.00e-03,
7.04860e-01,8.00e-03,
7.04960e-01,0.00e+00,
7.05060e-01,8.00e-03,
7.05160e-01,0.00e+00,
7.05260e-01,0.00e+00,
7.05360e-01,0.00e+00,
7.05460e-01,0.00e+00,
7.05560e-01,8.00e-03,
7.05660e-01,0.00e+00,
7.05760e-01,0.00e+00,
7.05860e-01,0.00e+00,
7.05960e-01,0.00e+00,
7.06060e-01,0.00e+00,
7.06160e-01,0.00e+00,
7.06260e-01,8.00e-03,
7.06360e-01,0.00e+00,
7.06460e-01,8.00e-03,
7.06560e-01,8.00e-03,
7.06660e-01,0.00e+00,
7.06760e-01,0.00e+00,
7.06860e-01,0.00e+00,
7.06960e-01,0.00e+00,
7.07060e-01,0.00e+00,
7.07160e-01,0.00e+00,
7.07260e-01,0.00e+00,
7.07360e-01,0.00e+00,
7.07460e-01,0.00e+00,
7.07560e-01,0.00e+00,
7.07660e-01,0.00e+00,
7.07760e-01,0.00e+00,
7.07860e-01,0.00e+00,
7.07960e-01,0.00e+00,
7.08060e-01,0.00e+00,
7.08160e-01,0.00e+00,
7.08260e-01,0.00e+00,
7.08360e-01,0.00e+00,
7.08460e-01,0.00e+00,
7.08560e-01,1.60e-02,
7.08660e-01,0.00e+00,
7.08760e-01,0.00e+00,
7.08860e-01,0.00e+00,
7.08960e-01,0.00e+00,
7.09060e-01,0.00e+00,
7.09160e-01,0.00e+00,
7.09260e-01,8.00e-03,
7.09360e-01,0.00e+00,
7.09460e-01,0.00e+00,
7.09560e-01,0.00e+00,
7.09660e-01,0.00e+00,
7.09760e-01,0.00e+00,
7.09860e-01,0.00e+00,
7.09960e-01,0.00e+00,
7.10060e-01,0.00e+00,
7.10160e-01,0.00e+00,
7.10260e-01,0.00e+00,
7.10360e-01,8.00e-03,
7.10460e-01,0.00e+00,
7.10560e-01,8.00e-03,
7.10660e-01,0.00e+00,
7.10760e-01,0.00e+00,
7.10860e-01,0.00e+00,
7.10960e-01,0.00e+00,
7.11060e-01,8.00e-03,
7.11160e-01,0.00e+00,
7.11260e-01,8.00e-03,
7.11360e-01,8.00e-03,
7.11460e-01,8.00e-03,
7.11560e-01,0.00e+00,
7.11660e-01,8.00e-03,
7.11760e-01,8.00e-03,
7.11860e-01,8.00e-03,
7.11960e-01,8.00e-03,
7.12060e-01,8.00e-03,
7.12160e-01,8.00e-03,
7.12260e-01,8.00e-03,
7.12360e-01,8.00e-03,
7.12460e-01,1.60e-02,
7.12560e-01,8.00e-03,
7.12660e-01,8.00e-03,
7.12760e-01,1.60e-02,
7.12860e-01,8.00e-03,
7.12960e-01,8.00e-03,
7.13060e-01,8.00e-03,
7.13160e-01,8.00e-03,
7.13260e-01,1.60e-02,
7.13360e-01,8.00e-03,
7.13460e-01,8.00e-03,
7.13560e-01,1.60e-02,
7.13660e-01,8.00e-03,
7.13760e-01,1.60e-02,
7.13860e-01,1.60e-02,
7.13960e-01,1.60e-02,
7.14060e-01,8.00e-03,
7.14160e-01,8.00e-03,
7.14260e-01,1.60e-02,
7.14360e-01,8.00e-03,
7.14460e-01,8.00e-03,
7.14560e-01,1.60e-02,
7.14660e-01,8.00e-03,
7.14760e-01,1.60e-02,
7.14860e-01,8.00e-03,
7.14960e-01,8.00e-03,
7.15060e-01,8.00e-03,
7.15160e-01,8.00e-03,
7.15260e-01,8.00e-03,
7.15360e-01,8.00e-03,
7.15460e-01,8.00e-03,
7.15560e-01,8.00e-03,
7.15660e-01,8.00e-03,
7.15760e-01,8.00e-03,
7.15860e-01,0.00e+00,
7.15960e-01,8.00e-03,
7.16060e-01,8.00e-03,
7.16160e-01,0.00e+00,
7.16260e-01,0.00e+00,
7.16360e-01,8.00e-03,
7.16460e-01,0.00e+00,
7.16560e-01,0.00e+00,
7.16660e-01,8.00e-03,
7.16760e-01,8.00e-03,
7.16860e-01,8.00e-03,
7.16960e-01,0.00e+00,
7.17060e-01,8.00e-03,
7.17160e-01,8.00e-03,
7.17260e-01,8.00e-03,
7.17360e-01,0.00e+00,
7.17460e-01,0.00e+00,
7.17560e-01,0.00e+00,
7.17660e-01,0.00e+00,
7.17760e-01,8.00e-03,
7.17860e-01,0.00e+00,
7.17960e-01,0.00e+00,
7.18060e-01,0.00e+00,
7.18160e-01,0.00e+00,
7.18260e-01,8.00e-03,
7.18360e-01,0.00e+00,
7.18460e-01,8.00e-03,
7.18560e-01,2.40e-02,
7.18660e-01,0.00e+00,
7.18760e-01,8.00e-03,
7.18860e-01,0.00e+00,
7.18960e-01,0.00e+00,
7.19060e-01,0.00e+00,
7.19160e-01,8.00e-03,
7.19260e-01,0.00e+00,
7.19360e-01,0.00e+00,
7.19460e-01,0.00e+00,
7.19560e-01,8.00e-03,
7.19660e-01,8.00e-03,
7.19760e-01,0.00e+00,
7.19860e-01,0.00e+00,
7.19960e-01,0.00e+00,
7.20060e-01,0.00e+00,
7.20160e-01,0.00e+00,
7.20260e-01,0.00e+00,
7.20360e-01,0.00e+00,
7.20460e-01,0.00e+00,
7.20560e-01,0.00e+00,
7.20660e-01,8.00e-03,
7.20760e-01,0.00e+00,
7.20860e-01,8.00e-03,
7.20960e-01,0.00e+00,
7.21060e-01,0.00e+00,
7.21160e-01,0.00e+00,
7.21260e-01,0.00e+00,
7.21360e-01,8.00e-03,
7.21460e-01,0.00e+00,
7.21560e-01,0.00e+00,
7.21660e-01,8.00e-03,
7.21760e-01,0.00e+00,
7.21860e-01,0.00e+00,
7.21960e-01,0.00e+00,
7.22060e-01,8.00e-03,
7.22160e-01,8.00e-03,
7.22260e-01,0.00e+00,
7.22360e-01,0.00e+00,
7.22460e-01,0.00e+00,
7.22560e-01,8.00e-03,
7.22660e-01,8.00e-03,
7.22760e-01,8.00e-03,
7.22860e-01,8.00e-03,
7.22960e-01,8.00e-03,
7.23060e-01,8.00e-03,
7.23160e-01,8.00e-03,
7.23260e-01,8.00e-03,
7.23360e-01,8.00e-03,
7.23460e-01,8.00e-03,
7.23560e-01,1.60e-02,
7.23660e-01,8.00e-03,
7.23760e-01,8.00e-03,
7.23860e-01,1.60e-02,
7.23960e-01,8.00e-03,
7.24060e-01,8.00e-03,
7.24160e-01,1.60e-02,
7.24260e-01,8.00e-03,
7.24360e-01,1.60e-02,
7.24460e-01,1.60e-02,
7.24560e-01,1.60e-02,
7.24660e-01,1.60e-02,
7.24760e-01,1.60e-02,
7.24860e-01,1.60e-02,
7.24960e-01,1.60e-02,
7.25060e-01,1.60e-02,
7.25160e-01,2.40e-02,
7.25260e-01,2.40e-02,
7.25360e-01,2.40e-02,
7.25460e-01,3.20e-02,
7.25560e-01,2.40e-02,
7.25660e-01,3.20e-02,
7.25760e-01,2.40e-02,
7.25860e-01,3.20e-02,
7.25960e-01,3.20e-02,
7.26060e-01,4.00e-02,
7.26160e-01,4.00e-02,
7.26260e-01,4.00e-02,
7.26360e-01,4.80e-02,
7.26460e-01,4.80e-02,
7.26560e-01,4.80e-02,
7.26660e-01,5.60e-02,
7.26760e-01,7.20e-02,
7.26860e-01,7.20e-02,
7.26960e-01,8.00e-02,
7.27060e-01,8.00e-02,
7.27160e-01,8.80e-02,
7.27260e-01,9.60e-02,
7.27360e-01,9.60e-02,
7.27460e-01,1.04e-01,
7.27560e-01,1.12e-01,
7.27660e-01,1.20e-01,
7.27760e-01,1.36e-01,
7.27860e-01,1.36e-01,
7.27960e-01,1.44e-01,
7.28060e-01,1.60e-01,
7.28160e-01,1.68e-01,
7.28260e-01,1.76e-01,
7.28360e-01,1.92e-01,
7.28460e-01,2.08e-01,
7.28560e-01,2.32e-01,
7.28660e-01,2.48e-01,
7.28760e-01,2.64e-01,
7.28860e-01,2.80e-01,
7.28960e-01,2.96e-01,
7.29060e-01,3.20e-01,
7.29160e-01,3.36e-01,
7.29260e-01,3.52e-01,
7.29360e-01,3.68e-01,
7.29460e-01,4.00e-01,
7.29560e-01,4.24e-01,
7.29660e-01,4.40e-01,
7.29760e-01,4.64e-01,
7.29860e-01,4.88e-01,
7.29960e-01,5.04e-01,
7.30060e-01,5.28e-01,
7.30160e-01,5.52e-01,
7.30260e-01,5.76e-01,
7.30360e-01,5.92e-01,
7.30460e-01,6.16e-01,
7.30560e-01,6.32e-01,
7.30660e-01,6.48e-01,
7.30760e-01,6.72e-01,
7.30860e-01,6.88e-01,
7.30960e-01,7.04e-01,
7.31060e-01,7.20e-01,
7.31160e-01,7.28e-01,
7.31260e-01,7.44e-01,
7.31360e-01,7.60e-01,
7.31460e-01,7.68e-01,
7.31560e-01,7.76e-01,
7.31660e-01,7.84e-01,
7.31760e-01,7.92e-01,
7.31860e-01,8.00e-01,
7.31960e-01,8.08e-01,
7.32060e-01,8.16e-01,
7.32160e-01,8.24e-01,
7.32260e-01,8.24e-01,
7.32360e-01,8.32e-01,
7.32460e-01,8.40e-01,
7.32560e-01,8.40e-01,
7.32660e-01,8.40e-01,
7.32760e-01,8.40e-01,
7.32860e-01,8.40e-01,
7.32960e-01,8.48e-01,
7.33060e-01,8.48e-01,
7.33160e-01,8.48e-01,
7.33260e-01,8.64e-01,
7.33360e-01,8.48e-01,
7.33460e-01,8.48e-01,
7.33560e-01,8.48e-01,
7.33660e-01,8.48e-01,
7.33760e-01,8.64e-01,
7.33860e-01,8.48e-01,
7.33960e-01,8.48e-01,
7.34060e-01,8.64e-01,
